SKU;Tamanho Pedido;Loja;Data da Venda;Marca;Preco
HL1008;2;Belo Horizonte;08/01/2012;Philco;R$ 2.000,00
HL1008;1;Rio de Janeiro;08/01/2012;Philco;R$ 2.000,00
HL1024;4;Sao Paulo;08/01/2012;Acer;R$ 2.400,00
HL1008;2;Fortaleza;09/01/2012;Philco;R$ 2.000,00
HL1009;4;Recife;09/01/2012;Motorola;R$ 1.400,00
HL1005;1;Sao Paulo;09/01/2012;Canon;R$ 1.500,00
HL1008;4;Sao Paulo;09/01/2012;Philco;R$ 2.000,00
HL1024;4;Sao Paulo;10/01/2012;Acer;R$ 2.400,00
HL1020;4;Sao Paulo;10/01/2012;Motorola;R$ 1.500,00
HL1008;2;Rio de Janeiro;10/01/2012;Philco;R$ 2.000,00
HL1009;4;Nova Iguacu;10/01/2012;Motorola;R$ 1.400,00
HL1024;5;Rio de Janeiro;11/01/2012;Acer;R$ 2.400,00
HL1008;5;Rio de Janeiro;11/01/2012;Philco;R$ 2.000,00
HL1005;4;Guarulhos;12/01/2012;Canon;R$ 1.500,00
HL1008;2;Nova Iguacu;12/01/2012;Philco;R$ 2.000,00
HL1018;1;Salvador;12/01/2012;Xiaomi;R$ 1.200,00
HL1013;2;Guarulhos;12/01/2012;Nikon;R$ 1.550,00
HL1018;3;Salvador;12/01/2012;Xiaomi;R$ 1.200,00
HL1015;5;Sao Paulo;12/01/2012;Sony;R$ 700,00
HL1009;4;Goiania;13/01/2012;Motorola;R$ 1.400,00
HL1013;4;Recife;13/01/2012;Nikon;R$ 1.550,00
HL1009;3;Sao Paulo;13/01/2012;Motorola;R$ 1.400,00
HL1009;5;Campinas;13/01/2012;Motorola;R$ 1.400,00
HL1005;2;Porto Alegre;13/01/2012;Canon;R$ 1.500,00
HL1005;1;Rio de Janeiro;14/01/2012;Canon;R$ 1.500,00
HL1008;2;Recife;14/01/2012;Philco;R$ 2.000,00
HL1024;4;Recife;14/01/2012;Acer;R$ 2.400,00
HL1015;5;Sao Paulo;14/01/2012;Sony;R$ 700,00
HL1009;4;Fortaleza;15/01/2012;Motorola;R$ 1.400,00
HL1008;3;Sao Paulo;15/01/2012;Philco;R$ 2.000,00
HL1009;4;Rio de Janeiro;15/01/2012;Motorola;R$ 1.400,00
HL1008;5;Curitiba;15/01/2012;Philco;R$ 2.000,00
HL1018;5;Curitiba;15/01/2012;Xiaomi;R$ 1.200,00
HL1015;4;Sao Paulo;15/01/2012;Sony;R$ 700,00
HL1024;4;Porto Alegre;15/01/2012;Acer;R$ 2.400,00
HL1005;2;Sao Paulo;16/01/2012;Canon;R$ 1.500,00
HL1005;2;Guarulhos;17/01/2012;Canon;R$ 1.500,00
HL1015;5;Curitiba;17/01/2012;Sony;R$ 700,00
HL1005;4;Recife;17/01/2012;Canon;R$ 1.500,00
HL1008;2;Curitiba;17/01/2012;Philco;R$ 2.000,00
HL1024;1;Porto Alegre;17/01/2012;Acer;R$ 2.400,00
HL1015;2;Sao Paulo;18/01/2012;Sony;R$ 700,00
HL1024;4;Rio de Janeiro;18/01/2012;Acer;R$ 2.400,00
HL1020;5;Curitiba;18/01/2012;Motorola;R$ 1.500,00
HL1009;3;Sao Paulo;18/01/2012;Motorola;R$ 1.400,00
HL1005;5;Belo Horizonte;18/01/2012;Canon;R$ 1.500,00
HL1005;2;Recife;18/01/2012;Canon;R$ 1.500,00
HL1018;3;Recife;18/01/2012;Xiaomi;R$ 1.200,00
HL1005;5;Guarulhos;18/01/2012;Canon;R$ 1.500,00
HL1024;4;Rio de Janeiro;19/01/2012;Acer;R$ 2.400,00
HL1005;5;Campinas;19/01/2012;Canon;R$ 1.500,00
HL1009;1;Sao Paulo;19/01/2012;Motorola;R$ 1.400,00
HL1018;2;Salvador;20/01/2012;Xiaomi;R$ 1.200,00
HL1009;5;Porto Alegre;20/01/2012;Motorola;R$ 1.400,00
HL1020;5;Guarulhos;20/01/2012;Motorola;R$ 1.500,00
HL1013;2;Salvador;20/01/2012;Nikon;R$ 1.550,00
HL1024;3;Rio de Janeiro;20/01/2012;Acer;R$ 2.400,00
HL1009;4;Fortaleza;20/01/2012;Motorola;R$ 1.400,00
HL1005;4;Fortaleza;20/01/2012;Canon;R$ 1.500,00
HL1024;1;Porto Alegre;20/01/2012;Acer;R$ 2.400,00
HL1009;1;Porto Alegre;21/01/2012;Motorola;R$ 1.400,00
HL1007;5;Curitiba;21/01/2012;Dell;R$ 2.300,00
HL1007;5;Recife;21/01/2012;Dell;R$ 2.300,00
HL1005;1;Curitiba;21/01/2012;Canon;R$ 1.500,00
HL1008;2;Campinas;22/01/2012;Philco;R$ 2.000,00
HL1020;1;Fortaleza;23/01/2012;Motorola;R$ 1.500,00
HL1015;2;Campinas;23/01/2012;Sony;R$ 700,00
HL1007;1;Sao Paulo;24/01/2012;Dell;R$ 2.300,00
HL1008;4;Salvador;24/01/2012;Philco;R$ 2.000,00
HL1007;3;Nova Iguacu;24/01/2012;Dell;R$ 2.300,00
HL1005;4;Niteroi;24/01/2012;Canon;R$ 1.500,00
HL1015;1;Sao Paulo;25/01/2012;Sony;R$ 700,00
HL1012;3;Guarulhos;25/01/2012;Dell;R$ 5.500,00
HL1015;3;Sao Paulo;25/01/2012;Sony;R$ 700,00
HL1015;2;Recife;25/01/2012;Sony;R$ 700,00
HL1008;2;Guarulhos;25/01/2012;Philco;R$ 2.000,00
HL1020;1;Fortaleza;25/01/2012;Motorola;R$ 1.500,00
HL1018;3;Rio de Janeiro;26/01/2012;Xiaomi;R$ 1.200,00
HL1007;5;Belo Horizonte;26/01/2012;Dell;R$ 2.300,00
HL1008;2;Rio de Janeiro;26/01/2012;Philco;R$ 2.000,00
HL1005;2;Fortaleza;26/01/2012;Canon;R$ 1.500,00
HL1024;5;Curitiba;26/01/2012;Acer;R$ 2.400,00
HL1008;5;Rio de Janeiro;26/01/2012;Philco;R$ 2.000,00
HL1005;1;Salvador;27/01/2012;Canon;R$ 1.500,00
HL1024;2;Porto Alegre;27/01/2012;Acer;R$ 2.400,00
HL1012;2;Sao Paulo;27/01/2012;Dell;R$ 5.500,00
HL1015;5;Sao Paulo;27/01/2012;Sony;R$ 700,00
HL1008;1;Salvador;28/01/2012;Philco;R$ 2.000,00
HL1009;5;Salvador;28/01/2012;Motorola;R$ 1.400,00
HL1015;5;Sao Paulo;28/01/2012;Sony;R$ 700,00
HL1024;1;Sao Paulo;28/01/2012;Acer;R$ 2.400,00
HL1008;5;Fortaleza;28/01/2012;Philco;R$ 2.000,00
HL1008;5;Sao Paulo;29/01/2012;Philco;R$ 2.000,00
HL1024;5;Curitiba;29/01/2012;Acer;R$ 2.400,00
HL1013;2;Goiania;29/01/2012;Nikon;R$ 1.550,00
HL1005;4;Rio de Janeiro;29/01/2012;Canon;R$ 1.500,00
HL1009;2;Curitiba;30/01/2012;Motorola;R$ 1.400,00
HL1008;3;Rio de Janeiro;30/01/2012;Philco;R$ 2.000,00
HL1020;1;Salvador;30/01/2012;Motorola;R$ 1.500,00
HL1015;4;Rio de Janeiro;30/01/2012;Sony;R$ 700,00
HL1018;4;Curitiba;30/01/2012;Xiaomi;R$ 1.200,00
HL1018;3;Sao Paulo;30/01/2012;Xiaomi;R$ 1.200,00
HL1015;2;Rio de Janeiro;30/01/2012;Sony;R$ 700,00
HL1018;4;Recife;30/01/2012;Xiaomi;R$ 1.200,00
HL1013;5;Recife;31/01/2012;Nikon;R$ 1.550,00
HL1015;1;Salvador;31/01/2012;Sony;R$ 700,00
HL1018;1;Rio de Janeiro;31/01/2012;Xiaomi;R$ 1.200,00
HL1013;3;Sao Paulo;31/01/2012;Nikon;R$ 1.550,00
HL1008;3;Sao Paulo;31/01/2012;Philco;R$ 2.000,00
HL1018;3;Fortaleza;01/02/2012;Xiaomi;R$ 1.200,00
HL1005;3;Porto Alegre;01/02/2012;Canon;R$ 1.500,00
HL1007;4;Guarulhos;01/02/2012;Dell;R$ 2.300,00
HL1008;2;Nova Iguacu;01/02/2012;Philco;R$ 2.000,00
HL1018;4;Belo Horizonte;01/02/2012;Xiaomi;R$ 1.200,00
HL1008;1;Sao Paulo;01/02/2012;Philco;R$ 2.000,00
HL1015;5;Rio de Janeiro;01/02/2012;Sony;R$ 700,00
HL1013;3;Sao Paulo;02/02/2012;Nikon;R$ 1.550,00
HL1018;1;Sao Paulo;02/02/2012;Xiaomi;R$ 1.200,00
HL1008;4;Fortaleza;02/02/2012;Philco;R$ 2.000,00
HL1009;3;Guarulhos;02/02/2012;Motorola;R$ 1.400,00
HL1008;3;Campinas;03/02/2012;Philco;R$ 2.000,00
HL1005;1;Campinas;03/02/2012;Canon;R$ 1.500,00
HL1005;4;Curitiba;03/02/2012;Canon;R$ 1.500,00
HL1015;2;Salvador;04/02/2012;Sony;R$ 700,00
HL1009;3;Rio de Janeiro;04/02/2012;Motorola;R$ 1.400,00
HL1024;4;Curitiba;04/02/2012;Acer;R$ 2.400,00
HL1005;4;Sao Paulo;04/02/2012;Canon;R$ 1.500,00
HL1015;4;Guarulhos;04/02/2012;Sony;R$ 700,00
HL1008;3;Nova Iguacu;04/02/2012;Philco;R$ 2.000,00
HL1005;4;Sao Paulo;05/02/2012;Canon;R$ 1.500,00
HL1008;2;Sao Paulo;05/02/2012;Philco;R$ 2.000,00
HL1015;2;Curitiba;05/02/2012;Sony;R$ 700,00
HL1012;2;Sao Paulo;05/02/2012;Dell;R$ 5.500,00
HL1015;1;Recife;05/02/2012;Sony;R$ 700,00
HL1009;4;Sao Paulo;05/02/2012;Motorola;R$ 1.400,00
HL1009;5;Rio de Janeiro;05/02/2012;Motorola;R$ 1.400,00
HL1013;5;Guarulhos;05/02/2012;Nikon;R$ 1.550,00
HL1002;5;Salvador;05/02/2012;Apple;R$ 2.500,00
HL1024;1;Porto Alegre;05/02/2012;Acer;R$ 2.400,00
HL1015;5;Recife;05/02/2012;Sony;R$ 700,00
HL1007;1;Salvador;05/02/2012;Dell;R$ 2.300,00
HL1008;4;Fortaleza;06/02/2012;Philco;R$ 2.000,00
HL1002;1;Campinas;06/02/2012;Apple;R$ 2.500,00
HL1008;2;Rio de Janeiro;07/02/2012;Philco;R$ 2.000,00
HL1002;5;Sao Paulo;07/02/2012;Apple;R$ 2.500,00
HL1010;5;Curitiba;07/02/2012;Apple;R$ 1.900,00
HL1012;2;Sao Paulo;07/02/2012;Dell;R$ 5.500,00
HL1007;3;Fortaleza;07/02/2012;Dell;R$ 2.300,00
HL1002;1;Belo Horizonte;07/02/2012;Apple;R$ 2.500,00
HL1005;1;Porto Alegre;07/02/2012;Canon;R$ 1.500,00
HL1005;2;Rio de Janeiro;07/02/2012;Canon;R$ 1.500,00
HL1002;1;Belo Horizonte;08/02/2012;Apple;R$ 2.500,00
HL1018;3;Salvador;08/02/2012;Xiaomi;R$ 1.200,00
HL1012;1;Sao Paulo;08/02/2012;Dell;R$ 5.500,00
HL1002;1;Sao Paulo;08/02/2012;Apple;R$ 2.500,00
HL1008;2;Curitiba;08/02/2012;Philco;R$ 2.000,00
HL1007;2;Guarulhos;08/02/2012;Dell;R$ 2.300,00
HL1020;4;Goiania;08/02/2012;Motorola;R$ 1.500,00
HL1005;1;Recife;08/02/2012;Canon;R$ 1.500,00
HL1018;2;Belo Horizonte;09/02/2012;Xiaomi;R$ 1.200,00
HL1018;5;Belo Horizonte;09/02/2012;Xiaomi;R$ 1.200,00
HL1009;2;Sao Paulo;09/02/2012;Motorola;R$ 1.400,00
HL1007;5;Salvador;09/02/2012;Dell;R$ 2.300,00
HL1019;2;Campinas;09/02/2012;Apple;R$ 6.500,00
HL1018;1;Recife;09/02/2012;Xiaomi;R$ 1.200,00
HL1013;4;Campinas;09/02/2012;Nikon;R$ 1.550,00
HL1005;3;Sao Paulo;09/02/2012;Canon;R$ 1.500,00
HL1005;2;Porto Alegre;09/02/2012;Canon;R$ 1.500,00
HL1008;3;Curitiba;09/02/2012;Philco;R$ 2.000,00
HL1008;2;Sao Paulo;09/02/2012;Philco;R$ 2.000,00
HL1009;1;Fortaleza;09/02/2012;Motorola;R$ 1.400,00
HL1005;3;Porto Alegre;09/02/2012;Canon;R$ 1.500,00
HL1015;4;Campinas;10/02/2012;Sony;R$ 700,00
HL1008;4;Fortaleza;10/02/2012;Philco;R$ 2.000,00
HL1009;3;Rio de Janeiro;10/02/2012;Motorola;R$ 1.400,00
HL1012;3;Curitiba;10/02/2012;Dell;R$ 5.500,00
HL1008;5;Guarulhos;10/02/2012;Philco;R$ 2.000,00
HL1008;4;Recife;10/02/2012;Philco;R$ 2.000,00
HL1015;2;Belo Horizonte;11/02/2012;Sony;R$ 700,00
HL1009;1;Sao Paulo;11/02/2012;Motorola;R$ 1.400,00
HL1015;5;Sao Paulo;11/02/2012;Sony;R$ 700,00
HL1020;5;Recife;11/02/2012;Motorola;R$ 1.500,00
HL1024;2;Porto Alegre;11/02/2012;Acer;R$ 2.400,00
HL1007;3;Porto Alegre;11/02/2012;Dell;R$ 2.300,00
HL1008;5;Curitiba;11/02/2012;Philco;R$ 2.000,00
HL1015;1;Nova Iguacu;11/02/2012;Sony;R$ 700,00
HL1005;5;Guarulhos;11/02/2012;Canon;R$ 1.500,00
HL1020;3;Fortaleza;12/02/2012;Motorola;R$ 1.500,00
HL1018;1;Curitiba;12/02/2012;Xiaomi;R$ 1.200,00
HL1009;5;Sao Paulo;13/02/2012;Motorola;R$ 1.400,00
HL1019;3;Rio de Janeiro;13/02/2012;Apple;R$ 6.500,00
HL1008;3;Sao Paulo;13/02/2012;Philco;R$ 2.000,00
HL1009;4;Fortaleza;13/02/2012;Motorola;R$ 1.400,00
HL1009;5;Rio de Janeiro;13/02/2012;Motorola;R$ 1.400,00
HL1007;4;Rio de Janeiro;13/02/2012;Dell;R$ 2.300,00
HL1012;2;Fortaleza;13/02/2012;Dell;R$ 5.500,00
HL1005;1;Sao Paulo;13/02/2012;Canon;R$ 1.500,00
HL1008;3;Belo Horizonte;14/02/2012;Philco;R$ 2.000,00
HL1007;3;Niteroi;14/02/2012;Dell;R$ 2.300,00
HL1009;1;Salvador;14/02/2012;Motorola;R$ 1.400,00
HL1008;1;Rio de Janeiro;14/02/2012;Philco;R$ 2.000,00
HL1018;2;Campinas;14/02/2012;Xiaomi;R$ 1.200,00
HL1008;4;Sao Paulo;14/02/2012;Philco;R$ 2.000,00
HL1024;5;Belo Horizonte;14/02/2012;Acer;R$ 2.400,00
HL1015;3;Guarulhos;14/02/2012;Sony;R$ 700,00
HL1004;3;Recife;14/02/2012;Apple;R$ 1.750,00
HL1010;5;Porto Alegre;14/02/2012;Apple;R$ 1.900,00
HL1020;2;Campinas;15/02/2012;Motorola;R$ 1.500,00
HL1015;4;Salvador;15/02/2012;Sony;R$ 700,00
HL1015;1;Sao Paulo;15/02/2012;Sony;R$ 700,00
HL1020;1;Rio de Janeiro;15/02/2012;Motorola;R$ 1.500,00
HL1005;1;Sao Paulo;15/02/2012;Canon;R$ 1.500,00
HL1020;3;Porto Alegre;15/02/2012;Motorola;R$ 1.500,00
HL1005;3;Recife;16/02/2012;Canon;R$ 1.500,00
HL1002;3;Porto Alegre;16/02/2012;Apple;R$ 2.500,00
HL1008;2;Belo Horizonte;16/02/2012;Philco;R$ 2.000,00
HL1010;4;Sao Paulo;16/02/2012;Apple;R$ 1.900,00
HL1018;5;Recife;16/02/2012;Xiaomi;R$ 1.200,00
HL1013;4;Belo Horizonte;16/02/2012;Nikon;R$ 1.550,00
HL1024;3;Curitiba;16/02/2012;Acer;R$ 2.400,00
HL1018;5;Sao Paulo;16/02/2012;Xiaomi;R$ 1.200,00
HL1013;3;Salvador;16/02/2012;Nikon;R$ 1.550,00
HL1010;1;Fortaleza;16/02/2012;Apple;R$ 1.900,00
HL1007;4;Rio de Janeiro;17/02/2012;Dell;R$ 2.300,00
HL1010;3;Campinas;17/02/2012;Apple;R$ 1.900,00
HL1007;4;Nova Iguacu;18/02/2012;Dell;R$ 2.300,00
HL1024;5;Guarulhos;18/02/2012;Acer;R$ 2.400,00
HL1009;1;Rio de Janeiro;18/02/2012;Motorola;R$ 1.400,00
HL1005;4;Salvador;18/02/2012;Canon;R$ 1.500,00
HL1008;2;Sao Paulo;18/02/2012;Philco;R$ 2.000,00
HL1009;5;Guarulhos;19/02/2012;Motorola;R$ 1.400,00
HL1005;3;Salvador;19/02/2012;Canon;R$ 1.500,00
HL1009;3;Fortaleza;19/02/2012;Motorola;R$ 1.400,00
HL1022;4;Porto Alegre;19/02/2012;Apple;R$ 750,00
HL1019;1;Belo Horizonte;19/02/2012;Apple;R$ 6.500,00
HL1015;3;Recife;19/02/2012;Sony;R$ 700,00
HL1019;2;Guarulhos;19/02/2012;Apple;R$ 6.500,00
HL1018;4;Recife;19/02/2012;Xiaomi;R$ 1.200,00
HL1024;4;Sao Paulo;20/02/2012;Acer;R$ 2.400,00
HL1007;2;Belo Horizonte;20/02/2012;Dell;R$ 2.300,00
HL1009;2;Sao Paulo;20/02/2012;Motorola;R$ 1.400,00
HL1015;4;Fortaleza;20/02/2012;Sony;R$ 700,00
HL1019;5;Salvador;21/02/2012;Apple;R$ 6.500,00
HL1020;4;Salvador;21/02/2012;Motorola;R$ 1.500,00
HL1007;1;Sao Paulo;21/02/2012;Dell;R$ 2.300,00
HL1009;3;Recife;21/02/2012;Motorola;R$ 1.400,00
HL1007;4;Salvador;21/02/2012;Dell;R$ 2.300,00
HL1024;2;Porto Alegre;21/02/2012;Acer;R$ 2.400,00
HL1020;2;Rio de Janeiro;21/02/2012;Motorola;R$ 1.500,00
HL1005;5;Sao Paulo;21/02/2012;Canon;R$ 1.500,00
HL1007;4;Guarulhos;22/02/2012;Dell;R$ 2.300,00
HL1007;3;Goiania;22/02/2012;Dell;R$ 2.300,00
HL1024;4;Fortaleza;22/02/2012;Acer;R$ 2.400,00
HL1018;3;Sao Paulo;22/02/2012;Xiaomi;R$ 1.200,00
HL1024;5;Rio de Janeiro;22/02/2012;Acer;R$ 2.400,00
HL1020;2;Recife;23/02/2012;Motorola;R$ 1.500,00
HL1004;4;Niteroi;23/02/2012;Apple;R$ 1.750,00
HL1019;3;Recife;23/02/2012;Apple;R$ 6.500,00
HL1015;2;Salvador;23/02/2012;Sony;R$ 700,00
HL1009;2;Salvador;23/02/2012;Motorola;R$ 1.400,00
HL1018;4;Fortaleza;24/02/2012;Xiaomi;R$ 1.200,00
HL1012;2;Salvador;24/02/2012;Dell;R$ 5.500,00
HL1002;3;Recife;24/02/2012;Apple;R$ 2.500,00
HL1012;5;Belo Horizonte;24/02/2012;Dell;R$ 5.500,00
HL1018;2;Belo Horizonte;24/02/2012;Xiaomi;R$ 1.200,00
HL1002;5;Fortaleza;25/02/2012;Apple;R$ 2.500,00
HL1007;5;Curitiba;25/02/2012;Dell;R$ 2.300,00
HL1018;1;Rio de Janeiro;25/02/2012;Xiaomi;R$ 1.200,00
HL1013;2;Porto Alegre;25/02/2012;Nikon;R$ 1.550,00
HL1004;2;Rio de Janeiro;25/02/2012;Apple;R$ 1.750,00
HL1002;4;Curitiba;25/02/2012;Apple;R$ 2.500,00
HL1008;5;Niteroi;25/02/2012;Philco;R$ 2.000,00
HL1010;3;Rio de Janeiro;25/02/2012;Apple;R$ 1.900,00
HL1015;5;Guarulhos;25/02/2012;Sony;R$ 700,00
HL1012;2;Rio de Janeiro;25/02/2012;Dell;R$ 5.500,00
HL1020;4;Fortaleza;25/02/2012;Motorola;R$ 1.500,00
HL1009;3;Fortaleza;25/02/2012;Motorola;R$ 1.400,00
HL1007;2;Recife;25/02/2012;Dell;R$ 2.300,00
HL1015;3;Guarulhos;25/02/2012;Sony;R$ 700,00
HL1009;5;Recife;26/02/2012;Motorola;R$ 1.400,00
HL1015;2;Sao Paulo;26/02/2012;Sony;R$ 700,00
HL1024;4;Porto Alegre;26/02/2012;Acer;R$ 2.400,00
HL1024;1;Salvador;26/02/2012;Acer;R$ 2.400,00
HL1015;5;Sao Paulo;27/02/2012;Sony;R$ 700,00
HL1010;4;Sao Paulo;27/02/2012;Apple;R$ 1.900,00
HL1012;5;Sao Paulo;27/02/2012;Dell;R$ 5.500,00
HL1007;5;Rio de Janeiro;27/02/2012;Dell;R$ 2.300,00
HL1013;4;Guarulhos;27/02/2012;Nikon;R$ 1.550,00
HL1005;1;Goiania;27/02/2012;Canon;R$ 1.500,00
HL1019;5;Salvador;28/02/2012;Apple;R$ 6.500,00
HL1005;2;Guarulhos;28/02/2012;Canon;R$ 1.500,00
HL1024;2;Rio de Janeiro;28/02/2012;Acer;R$ 2.400,00
HL1019;3;Sao Paulo;28/02/2012;Apple;R$ 6.500,00
HL1019;5;Belo Horizonte;28/02/2012;Apple;R$ 6.500,00
HL1012;5;Porto Alegre;29/02/2012;Dell;R$ 5.500,00
HL1002;1;Rio de Janeiro;29/02/2012;Apple;R$ 2.500,00
HL1008;1;Curitiba;29/02/2012;Philco;R$ 2.000,00
HL1007;4;Sao Paulo;29/02/2012;Dell;R$ 2.300,00
HL1005;1;Campinas;29/02/2012;Canon;R$ 1.500,00
HL1002;4;Sao Paulo;29/02/2012;Apple;R$ 2.500,00
HL1002;3;Fortaleza;29/02/2012;Apple;R$ 2.500,00
HL1009;5;Nova Iguacu;29/02/2012;Motorola;R$ 1.400,00
HL1005;4;Recife;29/02/2012;Canon;R$ 1.500,00
HL1024;3;Fortaleza;01/03/2012;Acer;R$ 2.400,00
HL1013;1;Sao Paulo;01/03/2012;Nikon;R$ 1.550,00
HL1013;4;Rio de Janeiro;01/03/2012;Nikon;R$ 1.550,00
HL1009;4;Salvador;01/03/2012;Motorola;R$ 1.400,00
HL1007;1;Recife;01/03/2012;Dell;R$ 2.300,00
HL1002;4;Recife;01/03/2012;Apple;R$ 2.500,00
HL1007;4;Guarulhos;01/03/2012;Dell;R$ 2.300,00
HL1022;1;Salvador;01/03/2012;Apple;R$ 750,00
HL1007;5;Recife;02/03/2012;Dell;R$ 2.300,00
HL1008;1;Sao Paulo;02/03/2012;Philco;R$ 2.000,00
HL1007;2;Porto Alegre;02/03/2012;Dell;R$ 2.300,00
HL1008;3;Nova Iguacu;02/03/2012;Philco;R$ 2.000,00
HL1018;3;Sao Paulo;02/03/2012;Xiaomi;R$ 1.200,00
HL1008;2;Sao Paulo;02/03/2012;Philco;R$ 2.000,00
HL1008;3;Rio de Janeiro;02/03/2012;Philco;R$ 2.000,00
HL1019;3;Recife;02/03/2012;Apple;R$ 6.500,00
HL1018;2;Rio de Janeiro;02/03/2012;Xiaomi;R$ 1.200,00
HL1019;4;Recife;03/03/2012;Apple;R$ 6.500,00
HL1009;3;Salvador;03/03/2012;Motorola;R$ 1.400,00
HL1009;5;Sao Paulo;03/03/2012;Motorola;R$ 1.400,00
HL1020;3;Curitiba;03/03/2012;Motorola;R$ 1.500,00
HL1002;5;Guarulhos;03/03/2012;Apple;R$ 2.500,00
HL1005;4;Salvador;03/03/2012;Canon;R$ 1.500,00
HL1005;2;Curitiba;03/03/2012;Canon;R$ 1.500,00
HL1015;4;Niteroi;03/03/2012;Sony;R$ 700,00
HL1002;4;Curitiba;03/03/2012;Apple;R$ 2.500,00
HL1007;3;Fortaleza;03/03/2012;Dell;R$ 2.300,00
HL1005;1;Sao Paulo;03/03/2012;Canon;R$ 1.500,00
HL1008;1;Goiania;04/03/2012;Philco;R$ 2.000,00
HL1008;4;Porto Alegre;04/03/2012;Philco;R$ 2.000,00
HL1007;4;Guarulhos;04/03/2012;Dell;R$ 2.300,00
HL1010;2;Sao Paulo;04/03/2012;Apple;R$ 1.900,00
HL1015;3;Salvador;04/03/2012;Sony;R$ 700,00
HL1005;5;Goiania;04/03/2012;Canon;R$ 1.500,00
HL1007;3;Fortaleza;04/03/2012;Dell;R$ 2.300,00
HL1009;2;Fortaleza;04/03/2012;Motorola;R$ 1.400,00
HL1024;2;Recife;04/03/2012;Acer;R$ 2.400,00
HL1005;2;Guarulhos;05/03/2012;Canon;R$ 1.500,00
HL1009;3;Guarulhos;05/03/2012;Motorola;R$ 1.400,00
HL1008;4;Sao Paulo;05/03/2012;Philco;R$ 2.000,00
HL1015;3;Recife;05/03/2012;Sony;R$ 700,00
HL1018;3;Salvador;05/03/2012;Xiaomi;R$ 1.200,00
HL1012;3;Sao Paulo;06/03/2012;Dell;R$ 5.500,00
HL1008;5;Porto Alegre;06/03/2012;Philco;R$ 2.000,00
HL1008;2;Guarulhos;06/03/2012;Philco;R$ 2.000,00
HL1007;4;Guarulhos;06/03/2012;Dell;R$ 2.300,00
HL1024;3;Recife;06/03/2012;Acer;R$ 2.400,00
HL1005;2;Goiania;06/03/2012;Canon;R$ 1.500,00
HL1005;1;Rio de Janeiro;06/03/2012;Canon;R$ 1.500,00
HL1007;1;Sao Paulo;06/03/2012;Dell;R$ 2.300,00
HL1009;2;Rio de Janeiro;07/03/2012;Motorola;R$ 1.400,00
HL1007;3;Curitiba;07/03/2012;Dell;R$ 2.300,00
HL1009;3;Sao Paulo;07/03/2012;Motorola;R$ 1.400,00
HL1018;5;Sao Paulo;07/03/2012;Xiaomi;R$ 1.200,00
HL1008;5;Sao Paulo;07/03/2012;Philco;R$ 2.000,00
HL1013;2;Fortaleza;07/03/2012;Nikon;R$ 1.550,00
HL1020;2;Salvador;08/03/2012;Motorola;R$ 1.500,00
HL1005;5;Guarulhos;08/03/2012;Canon;R$ 1.500,00
HL1009;2;Porto Alegre;08/03/2012;Motorola;R$ 1.400,00
HL1019;2;Recife;08/03/2012;Apple;R$ 6.500,00
HL1020;3;Sao Paulo;08/03/2012;Motorola;R$ 1.500,00
HL1005;2;Fortaleza;08/03/2012;Canon;R$ 1.500,00
HL1007;4;Rio de Janeiro;08/03/2012;Dell;R$ 2.300,00
HL1007;2;Sao Paulo;08/03/2012;Dell;R$ 2.300,00
HL1020;3;Recife;08/03/2012;Motorola;R$ 1.500,00
HL1022;3;Goiania;09/03/2012;Apple;R$ 750,00
HL1009;1;Recife;09/03/2012;Motorola;R$ 1.400,00
HL1007;1;Recife;09/03/2012;Dell;R$ 2.300,00
HL1019;4;Curitiba;09/03/2012;Apple;R$ 6.500,00
HL1007;3;Sao Paulo;09/03/2012;Dell;R$ 2.300,00
HL1015;4;Fortaleza;09/03/2012;Sony;R$ 700,00
HL1009;1;Sao Paulo;09/03/2012;Motorola;R$ 1.400,00
HL1020;3;Sao Paulo;09/03/2012;Motorola;R$ 1.500,00
HL1019;4;Fortaleza;10/03/2012;Apple;R$ 6.500,00
HL1013;1;Nova Iguacu;10/03/2012;Nikon;R$ 1.550,00
HL1009;1;Curitiba;10/03/2012;Motorola;R$ 1.400,00
HL1007;1;Belo Horizonte;10/03/2012;Dell;R$ 2.300,00
HL1007;2;Sao Paulo;10/03/2012;Dell;R$ 2.300,00
HL1018;4;Curitiba;10/03/2012;Xiaomi;R$ 1.200,00
HL1007;1;Salvador;11/03/2012;Dell;R$ 2.300,00
HL1020;4;Belo Horizonte;11/03/2012;Motorola;R$ 1.500,00
HL1008;2;Goiania;11/03/2012;Philco;R$ 2.000,00
HL1024;3;Guarulhos;11/03/2012;Acer;R$ 2.400,00
HL1008;2;Rio de Janeiro;11/03/2012;Philco;R$ 2.000,00
HL1018;5;Sao Paulo;11/03/2012;Xiaomi;R$ 1.200,00
HL1015;3;Guarulhos;12/03/2012;Sony;R$ 700,00
HL1008;5;Porto Alegre;12/03/2012;Philco;R$ 2.000,00
HL1015;2;Sao Paulo;12/03/2012;Sony;R$ 700,00
HL1004;1;Recife;12/03/2012;Apple;R$ 1.750,00
HL1007;5;Guarulhos;12/03/2012;Dell;R$ 2.300,00
HL1019;5;Nova Iguacu;12/03/2012;Apple;R$ 6.500,00
HL1005;2;Niteroi;12/03/2012;Canon;R$ 1.500,00
